age,monthly_income,loan_amount,credit_score,employment_years,existing_loans,default
61,27354,404118,721,3.3,3,0
53,37415,308496,715,3.9,0,0
32,31144,2697083,709,1.6,2,1
60,56069,787744,727,4.0,0,0
65,15246,543105,694,3.6,1,0
40,25065,1316960,562,2.1,0,1
23,123440,563286,720,5.3,1,0
63,28087,295228,702,15.8,1,0
67,103368,471713,564,3.4,1,1
61,60669,1015532,790,7.7,0,0
60,16554,89881,722,1.4,2,0
62,71768,351363,569,7.2,1,0
38,45679,1337678,614,5.2,5,1
40,37298,293756,634,5.1,2,0
60,56781,1524057,634,11.2,1,0
33,65171,1372020,703,1.3,3,0
64,74948,419818,601,2.3,1,0
32,99404,280735,770,0.4,1,0
42,62622,351551,763,6.5,0,0
53,21474,3729152,729,9.3,0,1
28,36894,1981846,683,2.6,3,1
68,286596,489095,754,2.2,0,0
32,75712,271978,657,5.4,0,0
21,203124,485839,622,0.4,3,0
38,113239,537702,775,1.7,0,0
30,56674,163621,705,2.3,2,0
39,58738,471669,625,3.7,0,0
36,47956,1274320,646,3.2,0,0
51,17280,104873,621,1.2,3,0
31,49554,857063,841,3.9,1,0
21,101357,1328868,680,13.0,1,0
65,34208,282533,692,0.1,1,0
69,62766,1715715,737,5.7,1,0
63,81711,254671,582,4.9,1,0
44,28401,629616,767,12.9,4,0
46,37392,346134,631,5.2,2,0
64,26615,346072,826,4.9,0,0
45,29932,269995,654,7.3,3,0
52,22639,773638,763,1.6,1,0
25,28559,872435,480,4.5,2,1
33,114883,420189,585,3.7,2,1
59,28302,149048,656,2.9,0,0
53,52885,610806,517,0.4,1,1
47,36253,620084,728,1.7,1,0
35,99440,371992,705,1.6,1,0
19,107656,1970474,600,6.4,0,0
66,82325,126608,678,12.7,1,0
30,58904,75069,744,1.3,1,0
21,42674,246552,511,0.4,1,0
43,23977,781007,578,40.0,1,0
42,157332,190103,653,5.9,6,0
47,31076,201838,681,10.9,0,0
28,72998,946775,675,0.8,0,0
24,92571,640521,751,8.1,0,0
48,35130,598181,718,8.4,0,0
61,91382,826655,735,0.8,0,0
27,77538,314848,568,0.9,2,1
56,138244,326704,691,1.8,0,0
30,36989,845618,655,1.2,0,1
48,22662,150857,796,18.5,2,0
24,36196,79684,693,2.3,2,0
66,55565,312816,626,7.2,1,0
59,50763,931637,748,8.2,2,0
59,38713,542773,725,2.4,2,0
53,15591,878378,614,5.7,3,1
37,65009,88164,652,0.6,0,0
21,160076,569433,653,2.5,1,0
24,64766,746455,778,17.1,1,0
18,70649,150145,696,0.9,3,0
61,69110,881734,738,2.4,0,0
62,62207,404652,640,7.8,1,0
59,85733,5000000,706,5.5,2,1
64,62144,77513,784,5.0,2,0
30,40635,1322839,651,9.6,2,1
39,30406,322762,689,0.1,1,0
38,42218,121331,570,7.4,1,0
39,59188,290232,618,10.7,1,0
45,40552,552375,653,0.1,0,0
26,59195,1014567,595,4.1,4,1
43,63798,1754284,785,2.1,4,0
26,80814,1379890,612,0.3,1,0
32,105839,204371,742,2.7,1,0
27,51369,1092666,694,5.2,1,0
41,22366,605026,682,12.6,3,0
59,39852,262057,798,4.8,3,0
25,50334,373424,499,9.7,1,0
41,16293,250728,664,0.6,3,1
33,112780,455738,593,1.2,0,1
66,53392,246785,523,17.6,3,1
43,61624,194386,584,10.9,1,0
44,111225,649069,681,1.3,3,0
54,33587,731596,621,4.9,0,0
21,69177,380759,751,2.3,3,0
67,45893,1321292,662,3.2,1,0
41,43894,359207,654,9.9,1,0
36,30843,347243,654,6.7,3,0
53,133167,750422,672,1.4,0,0
56,39132,397941,646,1.9,0,0
27,74583,473467,611,1.7,2,0
42,15914,58903,759,7.6,1,0
35,99507,448366,630,3.4,2,0
36,92164,102564,649,15.1,0,0
53,51972,166581,714,8.5,2,0
27,42780,152016,705,1.2,1,0
50,62317,192131,608,7.7,1,0
67,193546,285191,740,3.5,2,0
22,17018,299780,723,1.5,1,0
64,78371,752698,694,2.3,1,0
66,28368,528559,645,17.9,0,0
52,48438,96677,647,3.3,3,0
61,42246,472898,663,6.4,2,0
51,37911,570691,581,3.2,1,0
50,48713,340151,676,2.3,3,0
38,24822,421380,751,8.0,0,0
34,90899,515167,750,9.4,3,0
39,16705,815600,649,0.4,3,1
65,67768,125504,765,1.6,2,0
54,40298,363867,832,3.5,2,0
32,24280,1478692,654,1.9,3,1
52,55349,1374126,735,7.7,4,0
45,19260,873924,498,0.6,3,1
24,50202,679735,579,8.0,5,1
49,20874,1662291,687,4.8,2,1
28,64651,2051903,599,1.7,2,1
27,28152,399007,843,2.1,0,0
26,37399,203710,727,1.0,3,0
31,58475,356384,757,1.5,2,0
30,30837,5000000,677,6.3,2,1
42,47345,126060,599,2.4,2,0
19,19765,303631,638,5.8,1,0
52,71576,142892,700,3.6,0,0
24,141343,488850,628,0.8,2,0
38,261797,169032,733,3.5,3,0
35,51776,405549,736,7.1,2,0
20,78662,92959,680,1.8,0,0
59,16841,725122,533,5.2,1,1
56,120769,1176290,817,1.1,2,0
58,78099,325411,662,0.7,0,0
66,36667,397081,850,2.2,1,0
28,102981,388199,732,2.5,1,0
56,42079,511308,663,7.2,3,0
41,37241,429108,715,3.1,1,0
63,65199,817898,518,0.4,1,1
36,25899,1186396,762,5.0,2,0
21,90488,230669,850,3.2,2,0
43,26014,345427,512,2.0,1,1
55,26107,910087,657,8.1,0,0
59,28401,141869,671,0.8,0,0
49,77319,91438,750,12.2,1,0
56,33858,530222,848,2.0,0,0
62,21833,658076,710,3.1,1,0
63,34084,248242,850,13.2,1,0
53,48087,278473,693,7.2,1,0
57,24134,240829,716,0.4,2,0
54,24562,221119,706,4.3,1,0
50,173994,770501,777,1.9,2,0
53,29250,172060,646,3.6,2,0
20,40383,357747,745,6.8,2,0
26,39326,214428,581,3.4,1,1
25,38070,138104,657,0.4,2,0
50,71168,887481,629,3.8,1,0
23,86585,291892,687,0.1,2,0
58,40799,514397,654,2.1,1,0
56,23344,132394,770,3.3,2,0
21,105310,244372,609,5.2,2,0
30,46295,810065,541,3.5,2,1
66,138440,3505406,571,0.8,2,1
19,15000,91037,759,13.5,1,0
22,55118,376665,602,5.3,1,0
61,154997,615274,711,1.9,0,0
44,39657,270254,656,16.9,2,0
49,42817,872936,745,10.7,0,0
38,58530,221153,661,0.8,0,0
25,35056,500357,850,5.3,1,0
55,40650,291368,831,4.1,0,0
25,40027,1173551,654,1.1,1,1
67,33642,257534,643,1.3,0,0
20,102468,333867,850,4.1,2,0
61,64643,942745,593,1.9,1,0
20,56975,194379,675,9.0,1,0
39,79629,467427,681,0.5,1,0
23,41830,102947,679,12.3,2,0
19,30806,185285,540,9.2,3,1
40,34146,600612,719,6.7,3,0
61,49073,200274,602,1.5,0,0
19,25964,286170,794,6.3,0,0
55,36309,656362,563,2.9,3,1
34,35966,278354,684,5.0,1,0
52,175384,854501,502,1.9,0,1
51,15000,525723,507,9.0,2,1
40,44012,626902,612,0.2,1,1
47,138056,1193943,624,5.9,3,0
69,52738,571407,797,8.8,0,0
25,77037,1515230,676,5.2,4,0
39,52046,917134,783,1.1,2,0
61,32846,291046,649,1.7,0,0
53,15000,1244841,728,3.6,3,1
22,55452,546392,621,2.0,3,1
30,30780,322628,616,0.0,4,1
46,30327,552776,534,0.2,0,1
48,36337,1077184,706,7.3,1,0
64,139653,636688,700,0.4,2,0
33,207503,1901044,742,13.2,1,0
59,55844,1055182,697,2.9,1,0
47,37091,672345,842,7.1,1,0
33,24189,194686,694,0.7,3,0
29,64933,383162,759,13.1,1,0
34,142877,468518,654,0.2,1,0
33,42259,772436,607,0.2,0,1
29,15000,736648,737,0.3,0,1
25,73279,506678,672,0.5,1,0
37,88542,487126,746,3.3,0,0
20,18929,787300,708,7.8,2,0
33,54496,222599,616,1.7,2,0
47,64262,1717555,765,6.8,1,0
62,46917,86014,610,7.4,1,0
40,30501,1417389,730,11.9,1,0
45,90179,426706,782,0.8,3,0
68,38483,986643,649,0.7,1,0
57,20108,591887,772,0.7,1,0
22,15000,583516,711,2.2,1,0
37,104454,689280,748,3.4,1,0
57,70968,845128,613,3.1,2,0
61,51677,340079,697,1.5,7,0
18,37640,1012405,567,4.9,3,1
47,35689,185799,816,2.1,1,0
38,25708,440530,518,2.3,3,1
37,37840,863523,651,0.6,1,0
23,15000,980692,605,4.5,1,1
39,31519,639620,733,5.3,2,0
35,40677,322960,833,7.1,2,0
25,70680,906518,732,11.7,3,0
56,47860,258980,850,7.3,1,0
49,78980,1796098,569,1.3,2,1
50,110137,413438,575,1.3,1,1
33,92494,129094,608,12.3,0,0
29,65010,170118,689,7.8,1,0
55,49370,458133,597,7.6,3,0
69,27215,494775,619,6.4,0,0
51,76417,2138735,729,1.6,4,0
31,134302,192759,580,9.4,1,0
53,60190,456603,589,0.8,3,0
50,154872,189560,648,2.2,3,0
40,19626,298306,655,2.1,4,0
67,24526,1701766,760,4.1,1,1
62,81889,178247,607,3.1,3,1
19,57444,707599,622,3.1,2,0
58,107825,605812,726,4.0,4,0
38,48567,433940,744,2.7,1,0
19,29120,670346,794,1.4,2,0
44,43124,174902,717,5.5,2,0
26,19543,1664537,690,7.8,0,1
18,24905,2063422,726,3.3,2,1
28,87857,459403,658,5.2,2,0
20,82757,3073983,658,3.8,1,1
69,60949,321507,538,0.3,1,0
40,17454,609470,751,2.8,0,0
43,39535,1390969,696,0.0,0,0
21,23505,306445,742,5.4,1,0
35,99301,146497,454,3.5,1,1
23,34536,121859,676,0.7,2,0
52,25554,2300555,611,3.9,0,1
39,49905,289751,800,11.4,2,0
60,33386,381326,729,2.1,1,0
32,119401,181641,698,20.2,2,0
39,31543,944746,645,16.0,0,0
54,21172,236748,711,7.7,1,0
69,15000,298638,605,8.4,1,0
59,48123,562201,672,2.6,1,0
29,34990,188860,633,2.6,6,1
64,20798,383515,850,15.4,1,0
66,100061,1358331,797,2.3,4,0
59,73155,623188,765,0.5,2,0
55,48197,491115,560,0.8,3,1
35,111145,525387,749,6.2,2,0
62,72949,324062,695,2.4,2,0
52,29920,2184553,777,1.1,4,1
47,26277,231023,705,8.4,1,0
41,80080,523734,679,3.4,2,0
59,62181,485056,698,4.2,0,0
47,54276,991535,535,0.8,1,1
31,29498,1069326,618,1.1,4,1
23,70598,431224,709,0.7,2,0
20,31154,558233,771,3.6,0,0
33,46111,575404,635,7.5,1,0
24,116793,71846,676,6.6,2,0
69,32974,124095,551,1.5,1,0
31,19076,272651,796,9.5,1,0
26,26068,282298,769,0.6,1,0
32,89016,169494,732,0.6,1,0
38,57115,805860,712,9.5,1,0
52,45373,443163,804,1.4,2,0
19,36117,372593,615,6.2,3,0
44,65592,161955,606,0.0,3,0
19,29452,426925,764,0.5,1,0
52,58888,54103,759,4.7,1,0
35,31610,388339,584,1.0,3,1
31,28606,465350,637,0.1,1,1
37,33439,536881,815,3.1,3,0
35,39134,126591,712,2.0,3,0
27,47605,529587,742,8.1,3,0
42,56459,192308,587,8.5,0,0
19,15000,230965,732,4.8,2,0
42,30194,785711,566,1.7,0,1
50,38756,2216169,521,3.1,1,1
53,120938,460969,738,6.1,4,0
48,25642,230112,794,0.4,1,0
31,54050,514492,659,2.0,2,0
18,120212,937735,636,8.6,1,0
63,22297,727084,816,2.6,1,0
33,62092,3970848,664,4.9,0,1
63,30291,249628,674,0.5,1,0
69,36214,541330,815,7.5,2,0
20,30276,1527486,651,0.5,1,1
52,31599,1452689,627,9.9,1,1
58,250984,92961,745,0.6,1,0
23,81362,441226,623,11.1,2,0
42,94944,1450786,668,2.3,1,0
30,65854,4468281,574,4.9,1,1
51,18699,776876,694,9.4,0,0
25,62129,329624,685,0.1,1,0
38,93317,197330,757,1.5,1,0
51,29376,2610349,748,11.9,0,1
21,87482,792536,724,2.5,2,0
42,74802,224481,711,6.1,0,0
32,148928,376049,674,0.8,1,0
21,38151,567019,728,5.7,3,0
62,25372,683543,591,0.4,1,1
29,39459,215411,492,6.3,1,0
49,115999,270667,772,2.0,2,0
49,16365,117907,733,3.1,2,0
45,15000,1016432,669,0.9,2,1
30,51721,336618,765,4.9,3,0
48,37588,642458,621,2.1,2,0
31,49248,1380293,623,2.4,3,1
37,86438,527495,612,5.3,1,0
35,35187,404183,725,1.0,0,0
46,15933,516658,553,9.6,1,1
23,167157,465354,618,6.7,2,0
49,26947,1198920,703,4.3,4,0
46,25966,567315,583,0.7,1,0
60,95057,286209,627,5.8,0,0
19,38921,1023029,503,0.1,1,1
40,47191,1183974,728,8.2,1,0
36,65491,151650,624,1.8,0,0
48,93915,1507897,592,0.6,1,0
68,40131,592300,576,0.9,1,1
22,122023,554940,646,16.5,0,0
36,15000,989841,553,7.4,0,1
51,77332,281086,835,1.4,1,0
27,29622,949159,489,16.5,1,1
42,111676,327282,643,0.8,1,0
19,53381,135949,688,6.6,0,0
28,32736,199146,617,5.3,1,0
67,72962,696356,696,8.6,3,0
48,83776,207653,616,2.4,0,0
32,72051,1604079,802,2.6,1,0
26,26428,1145585,590,4.9,2,1
40,36665,1285619,491,2.5,3,1
36,48901,488855,576,0.2,0,0
26,47822,543774,710,6.5,3,0
52,76868,170251,670,5.1,2,0
38,15000,981293,740,2.8,0,1
26,59909,599509,720,1.8,1,0
45,41192,696514,629,1.9,2,1
63,29640,1707685,640,6.8,0,1
68,31398,272455,649,6.5,2,0
24,43099,399946,830,8.5,1,0
33,15000,574546,735,7.2,0,0
33,32184,209326,831,7.1,1,0
50,28984,380758,747,1.5,1,0
21,67485,656291,674,0.5,1,0
21,30232,341008,598,7.2,0,1
56,43085,1260717,696,0.5,2,0
57,123669,132092,675,20.1,1,0
34,89019,1086222,672,10.4,2,0
54,84234,750840,663,3.8,2,0
56,36318,280670,515,2.2,0,1
69,67901,211181,780,3.7,3,0
46,42602,83765,675,6.6,2,0
69,43579,234183,566,7.1,1,0
53,62680,1022479,718,0.4,2,0
55,34262,423001,611,8.2,1,0
56,120066,1121732,724,5.1,3,0
67,44530,269440,750,0.2,1,0
54,71041,778936,761,1.9,1,0
69,117402,249197,667,3.6,0,0
52,91034,204339,646,1.0,2,0
24,21049,406077,629,0.8,2,1
44,64019,259893,622,0.1,0,0
45,81669,128764,678,12.1,1,0
39,83710,382371,663,0.3,1,0
31,25135,481734,613,2.3,2,1
24,33050,1220397,588,1.2,0,1
54,89030,936069,671,6.8,0,0
39,31037,1174032,645,6.1,2,0
22,40953,787238,588,8.2,3,0
19,126187,577284,746,4.8,3,0
44,47634,165519,821,4.5,1,0
38,31695,498768,757,2.6,4,0
55,28953,713141,622,5.1,0,0
32,59852,1419691,675,0.6,3,1
38,22028,766071,803,5.8,0,0
27,42260,1193387,586,0.5,1,1
40,59870,193765,742,9.9,1,0
56,106882,340736,564,3.5,2,0
22,73169,623734,814,3.8,2,0
18,31938,1119913,645,4.4,1,1
30,99414,393886,850,7.5,3,0
38,40957,414174,818,3.3,3,0
43,23355,766593,671,2.8,1,0
67,44213,179746,622,1.7,1,0
62,116180,1600655,695,0.7,0,0
38,54130,218970,665,1.1,2,0
35,49390,95332,647,0.0,1,0
54,130918,445990,547,10.2,2,0
62,20768,1721603,638,7.2,2,1
49,22666,707266,591,1.2,1,1
53,18592,806833,724,0.0,3,0
34,61303,457306,759,3.4,3,0
52,54170,391639,739,2.7,1,0
66,123703,128549,707,7.5,2,0
28,56731,72583,611,2.6,1,0
38,38465,517630,696,10.0,0,0
69,49073,1264312,743,0.5,3,0
43,52608,582629,633,2.3,2,0
21,17978,728599,689,13.6,1,0
51,249246,1570609,668,0.1,2,0
69,66964,575510,812,2.5,2,0
65,55603,401063,748,1.5,2,0
35,70905,229849,728,3.8,1,0
57,75030,2230575,542,1.6,1,1
52,45056,674170,693,10.2,1,0
58,33565,207963,667,13.8,1,0
46,70239,173349,666,9.5,3,0
69,61785,1205555,554,2.5,0,1
46,30153,192923,592,23.0,1,0
55,114854,1949468,674,6.6,3,0
59,58454,50000,769,2.2,0,0
38,75954,1380665,632,0.5,1,0
59,113001,653119,648,5.5,0,0
30,49668,486443,822,6.5,2,0
66,59288,384474,656,0.7,1,0
58,79699,2007867,669,4.0,2,1
34,31732,778907,670,21.7,4,0
26,50636,214794,572,2.0,3,0
58,52856,111845,725,1.8,1,0
18,27621,509832,627,11.7,1,0
19,196925,442034,677,0.6,3,0
65,21070,131151,715,13.6,2,0
46,22497,423235,835,7.6,0,0
50,107854,279526,574,2.5,2,0
27,75204,445713,749,0.4,3,0
67,26487,790751,749,0.1,1,0
57,70570,1460205,628,2.4,4,0
38,118268,915395,727,6.1,2,0
45,48138,248412,811,3.3,0,0
28,233116,594295,618,6.7,1,0
51,17423,465322,699,5.6,1,0
25,74331,152405,712,4.3,7,0
39,98707,608399,722,17.1,2,0
25,83684,1953899,741,6.5,3,0
66,43364,454040,693,12.3,1,0
32,41181,123581,721,1.4,3,0
34,63990,453257,607,6.3,0,0
40,79973,167548,693,4.6,2,0
41,70367,882826,641,12.9,1,1
62,91494,673263,581,3.6,3,1
36,26600,385876,639,1.6,1,0
22,42759,339445,701,2.4,5,0
49,27889,373327,714,1.2,0,0
61,38883,445351,578,1.2,1,0
18,90141,238520,604,3.2,1,0
40,52302,145771,737,11.2,2,0
54,234243,1100152,720,1.1,2,0
25,55052,325032,750,1.7,1,0
30,50808,505667,789,9.6,2,0
25,52245,555834,723,2.1,2,0
40,33433,572413,646,16.4,2,0
60,47348,172982,689,1.6,3,0
18,96439,115766,812,2.9,1,0
62,52490,276245,850,0.5,1,0
68,30452,607173,717,24.3,1,0
41,28140,247122,722,11.0,2,0
52,37416,333054,738,8.5,4,0
41,51242,2426202,681,0.9,3,1
34,100323,101079,773,17.4,1,0
22,21932,241825,760,13.2,0,0
37,40461,2017325,708,2.9,2,1
38,53454,426906,654,5.7,0,0
57,16313,251503,558,24.4,2,1
48,29727,1126938,738,2.6,2,0
63,32599,462399,697,0.6,1,0
53,30406,334821,620,10.1,1,0
28,55002,516017,589,3.2,1,0
69,44518,261323,732,21.7,2,0
32,35130,196026,551,4.0,1,1
36,63372,403980,703,0.1,1,0
24,137839,197047,747,3.4,4,0
68,131078,446214,723,6.3,1,0
45,15465,587437,648,0.1,0,1
68,69302,875410,580,2.7,0,1
60,44054,1090710,726,0.8,3,0
22,53803,319787,776,5.2,2,0
22,38600,659694,634,15.8,2,0
47,52604,656067,720,4.9,0,0
49,53682,575074,806,5.9,2,0
25,34635,301472,707,2.5,4,0
27,28629,194375,648,4.1,0,0
55,37450,661061,763,3.9,3,0
64,56418,112928,620,7.1,2,0
49,70220,357084,576,9.7,1,0
65,81798,57359,744,5.4,0,0
45,36442,151884,647,19.5,1,0
34,58122,219321,654,8.8,2,0
48,87334,1063822,629,0.7,0,0
25,98652,767187,642,3.5,1,0
57,47320,284034,792,11.7,1,0
42,42934,792934,812,14.4,0,0
26,54977,899953,823,2.4,1,0
19,24591,389051,767,6.5,2,0
32,43644,146165,717,2.6,0,0
67,76630,374621,565,0.7,1,0
20,72053,409088,664,10.8,1,0
66,41682,165055,850,13.4,2,0
53,55861,593407,645,3.5,0,0
21,29887,553407,801,0.1,2,0
31,74764,631614,684,8.5,1,0
58,46784,553013,465,3.2,0,1
58,41540,793234,731,0.4,3,0
42,39456,383286,781,1.0,3,0
67,47205,519918,676,0.8,4,0
27,37469,321839,778,5.8,1,0
38,72757,277173,546,1.8,0,1
53,38670,1290576,569,0.7,0,1
29,127488,86248,696,12.5,2,0
44,118081,892166,718,15.7,2,0
57,28712,269296,788,0.7,0,0
19,51114,242794,731,1.3,0,0
30,33176,545393,584,4.5,3,1
49,40296,134364,697,0.8,3,0
48,162992,230310,728,0.9,2,0
33,40760,224288,530,2.1,2,1
49,60848,370601,676,14.9,2,0
49,67832,232510,653,16.4,1,0
51,26893,1592626,627,9.2,0,1
28,29346,1862840,719,5.9,2,1
27,23774,87763,588,6.4,4,1
32,28808,683825,713,3.2,0,0
34,15000,879343,724,3.8,2,1
57,67965,683094,766,5.0,2,0
35,168133,261322,590,6.6,1,1
26,53567,363932,559,0.5,2,0
42,20957,243136,702,1.3,2,0
57,33334,316092,657,16.5,0,0
31,37222,168051,850,2.0,2,0
42,26620,403595,716,1.6,3,0
67,82134,132954,684,2.7,3,0
39,79710,376959,666,1.7,1,0
69,24507,162939,582,0.5,3,0
47,75739,522015,725,1.2,0,0
37,122527,256905,673,5.1,3,0
38,153512,558195,673,1.3,2,0
61,273519,1051012,687,5.2,2,0
49,28532,1577824,697,0.5,0,1
68,266874,58547,540,0.2,2,0
63,39635,226986,746,9.9,1,0
66,34355,347156,612,7.1,0,0
38,59649,639385,668,5.5,2,0
52,34570,118150,782,0.2,1,0
49,62281,201657,822,1.4,0,0
47,22202,491042,543,8.4,2,1
56,42478,473501,682,0.8,0,0
66,106016,598447,701,8.4,0,0
29,47370,630923,559,4.4,1,1
58,53367,580053,744,6.7,2,0
64,65196,516548,689,5.2,2,0
35,98952,462587,695,2.7,1,0
38,18157,752992,606,1.7,1,1
30,69613,73757,713,5.6,2,0
38,41735,1521894,747,8.2,5,0
25,54175,75842,690,0.2,1,0
63,92593,186590,638,2.4,2,0
57,23944,369014,645,2.2,0,0
63,26699,757735,697,4.1,2,1
24,15348,50000,683,0.6,0,0
40,35260,432570,752,13.5,0,0
61,108908,833939,641,4.0,2,0
49,45599,980300,582,12.9,1,0
28,21936,253250,708,8.5,1,0
39,36628,347782,641,1.1,2,0
39,20076,270244,742,0.7,1,0
60,24956,323146,680,9.9,3,0
42,61900,193791,732,3.8,2,0
39,24237,217205,598,0.1,2,1
45,95566,626247,691,13.6,0,0
46,46972,491536,624,3.2,1,0
30,51604,655575,582,1.8,1,1
35,41480,525030,611,3.6,3,0
19,77941,777213,636,8.7,2,0
46,78424,893204,779,0.6,1,0
38,59936,109823,634,2.2,0,0
32,68794,223362,578,1.9,3,0
69,43163,367654,690,9.2,2,0
44,67868,434459,682,7.5,2,0
67,40025,258830,640,2.6,1,0
48,49086,917693,667,5.5,3,0
32,41573,2156417,758,2.5,2,0
68,37259,513461,733,4.2,1,0
40,32420,473294,726,23.7,4,0
41,64900,872890,585,3.8,2,0
61,107620,99441,850,22.4,0,0
30,98978,452605,764,6.9,0,0
39,23064,968233,721,0.6,0,1
60,106246,264468,586,7.9,0,0
54,40501,165835,755,0.9,1,0
50,70293,381305,639,3.8,1,0
20,28460,421447,664,4.7,3,0
36,53379,213860,545,11.1,0,0
40,59173,2366515,580,1.2,0,1
46,20115,301656,715,10.4,1,0
47,70612,175794,760,13.6,2,0
56,109925,410488,734,0.5,0,0
61,44143,914642,732,10.8,1,0
64,110868,448619,674,1.5,1,0
42,43747,652440,647,0.4,3,0
54,81613,220310,703,15.9,3,0
64,15000,1454468,745,2.5,1,1
25,209246,693404,680,4.9,0,0
59,120243,1022909,776,4.0,2,0
33,41325,592513,662,1.2,2,0
25,15014,855898,601,5.5,1,1
18,58268,220038,679,0.2,2,0
61,20612,298603,688,1.1,1,0
22,64017,1299102,673,14.5,2,0
20,62751,1540771,782,15.3,0,0
18,27865,176724,744,3.3,0,0
21,96045,540250,565,0.9,4,0
57,79486,313402,802,2.7,0,0
52,88035,253311,460,10.5,2,1
49,49282,555637,850,0.4,1,0
59,20966,1102146,657,0.7,1,1
51,88143,634968,664,11.3,2,0
60,41680,342624,675,2.7,3,0
42,21292,667896,710,0.4,0,1
27,110329,331710,679,0.7,1,0
38,172757,615193,669,10.7,4,0
63,47822,1352104,784,3.4,1,0
56,179059,83974,725,0.9,1,0
44,51781,837186,603,11.2,2,0
44,39015,129153,739,9.3,2,0
19,33581,1181933,721,0.1,4,1
58,130907,265768,636,4.3,1,0
65,30696,167019,743,1.4,0,0
30,76203,771595,667,3.8,3,0
26,35048,592043,662,1.6,1,0
69,37190,198918,660,1.9,2,0
53,90957,162364,485,4.6,2,1
39,39025,380794,637,3.9,0,0
59,38450,168843,737,2.5,2,0
43,96730,189249,678,0.6,0,0
29,127827,485287,577,17.4,1,0
34,72172,204291,757,1.0,1,0
31,33095,622333,656,5.0,2,0
31,36085,1457327,582,0.4,1,1
51,51428,392839,850,5.8,4,0
37,59430,490961,595,0.5,1,1
28,27099,2223242,750,1.3,1,1
33,75646,171085,618,5.2,1,1
68,51601,1147376,690,1.7,1,0
48,17510,1042034,607,3.8,1,1
23,28075,876291,580,0.7,1,1
36,36225,1243447,721,1.1,5,0
54,46924,553745,712,6.6,1,0
21,152293,277522,771,0.2,1,0
64,56551,1061993,677,0.6,1,0
21,29600,1095009,850,1.2,0,0
37,55959,1071158,701,0.1,3,0
27,39685,458447,725,0.5,3,0
41,59566,249457,571,1.7,1,0
52,69448,515601,630,0.5,3,0
43,101269,940139,721,10.1,0,0
54,48311,1003978,673,0.3,2,0
55,131055,313720,695,9.9,2,0
38,84525,569377,614,8.7,0,0
57,32065,155278,689,0.5,3,0
56,184593,972825,689,0.1,1,0
38,59646,236417,585,0.3,2,0
27,29700,829189,731,4.5,1,0
55,132157,176408,543,5.5,1,0
63,170530,1009668,694,4.8,3,0
21,48059,572328,821,3.9,0,0
62,36236,236786,734,1.0,0,0
37,44204,769183,733,9.2,3,0
34,75270,275877,608,2.0,0,0
24,105526,805842,821,21.4,1,0
21,69029,355297,790,2.4,0,0
46,52105,111654,612,1.5,1,0
31,120427,201605,642,11.2,1,0
20,40631,313535,780,4.2,3,0
41,90994,1321861,823,6.4,2,0
54,41239,909740,578,2.6,3,1
33,63488,1621868,599,10.9,1,1
69,45791,1660963,668,12.5,3,1
21,47405,288427,506,2.9,1,1
41,39087,380488,681,1.4,0,0
51,109854,318372,774,5.2,1,0
47,31578,258536,564,15.5,2,1
35,31440,101397,690,4.9,0,0
36,175009,437224,633,15.4,1,0
48,88142,158189,811,2.1,1,0
36,15000,430482,634,12.3,1,1
66,34921,2403932,801,0.6,4,1
63,16527,294349,632,2.2,0,0
36,27711,517010,741,3.4,1,0
39,15000,913755,700,5.3,3,1
41,45152,553619,668,1.7,3,0
62,24706,559046,616,12.9,0,0
29,50814,331067,705,11.7,2,0
47,18488,367506,644,8.0,2,0
55,51521,205251,624,0.6,2,1
48,38217,870511,797,0.4,4,0
53,120713,109842,723,3.4,1,0
36,114326,962097,731,7.2,0,0
65,78527,143924,648,0.7,3,0
62,40296,955591,665,5.1,1,0
53,161333,333349,660,3.8,1,0
47,19306,165132,706,6.5,1,0
66,21117,703229,731,2.9,2,0
50,46617,930068,677,5.9,1,0
35,189552,311619,616,0.9,1,0
69,43416,787397,740,1.2,4,0
66,43916,71106,682,11.7,0,0
45,20637,153817,564,2.0,3,1
64,86470,1244105,509,21.2,3,1
28,86847,369928,703,0.2,2,0
62,78703,99730,613,3.4,1,0
50,33606,252939,714,2.0,1,0
34,32079,211351,617,27.6,1,0
23,22564,387406,690,23.0,1,0
21,51550,328863,649,1.3,2,0
37,25636,510499,820,1.6,2,0
65,24186,418497,756,6.9,2,0
64,38016,1312955,787,11.0,3,0
44,36552,621343,681,5.4,1,0
32,35497,638027,745,10.0,2,0
23,64852,1123686,687,0.3,1,0
64,51401,324157,797,5.1,0,0
31,41237,161215,674,6.0,3,0
28,54710,1161910,568,1.1,4,1
56,27040,493201,520,7.5,1,1
26,52217,494588,813,14.4,1,0
43,53656,266555,718,11.4,1,0
33,19893,270091,723,1.4,2,0
22,89091,870983,799,2.0,1,0
69,28886,972596,547,3.5,2,1
27,51750,828240,651,0.9,0,0
67,98582,834317,661,15.4,0,0
20,85426,697476,739,0.9,0,0
30,50041,491500,624,7.2,2,0
60,39438,384498,583,2.1,2,0
66,86552,1165031,583,4.3,0,0
47,73483,328083,771,0.2,3,0
62,33825,594801,620,1.1,1,0
23,30426,232533,635,2.9,1,0
34,15000,261074,730,5.7,3,0
62,53767,366251,624,7.5,1,0
68,46647,232547,543,0.2,0,1
36,96927,837587,553,0.8,1,0
